,clean_text,sentiment
24570,produk baru dan langsung pakai ,positive
24571,sesuai pesanan fast respon barang oke,positive
24572,barang sangat oke hnya tidak sesuai gamnar digambar ada lampu dekat konektornya yang diterima tidak atau polos saja tapi its oke barang bagus smoga awet ,positive
24573,chargernya udh nyampe gan sdh dicoba dan berfungsi dengan baik thanks gan ,positive
24574,trimakasih semoga sukses selalu ,positive
24575,kabel kurang panjang no problem lah semoga awet,positive
24576,fast respon good respon thx,positive
24577,barang sudah sampai god seller fast respons,positive
24578,sangat mengecewakan barang yang di terima tidak sesuai dengan foto yang dipajang dilapak foto nomor adalah barang pajangan sedang foto nomor barang yang saya terima mohon maaf atas ketidak nyamanan dgn ulasan ini semoga kedepannya bisa menjadi lebih baik dan menjadi pelajaran bagi kita semua,negative
24579,respon cepat dan pengiriman cepar lapak recommended packing sangat aman barang sesuai dengan yang di harapkan semoga awet,positive
24580,terimkasih gan ,positive
24581,seller oke barang oke hanya saja kecewa di jasa ekspedisi tiki ons yang seharusnya sampe hari ini malah lebih thank you,positive
24582,bagusssssssssssssssss dan berfungsi normal ,positive
24583,puas bgt seller fast respon barang jg ok,positive
24584,mantul produk amp packing nya recommended ,positive
24585,packing rapih respon cepat tepat waktu sampai barang ,positive
24586,cepet nganter barangnya,positive
24587,barang ok cpt sampe thanks,positive
24588,terima kasih paket diterima dengan baik memuaskan ,positive
24589,barang sudah sampai aman terkendali mudah mudahan awet,positive
24590,paket udah sampe barusan thanxs gan semoga awet ,positive
24591,bagus responsif good seller,positive
24592,thanks barangnya bagus,positive
24593,barang sesui dan bagus,positive
24594,mantep mas makasi ,positive
24595,packingan rapih dan fast respon semoga tambah sukses gan ,positive
24596,sangat bagus recommeded,positive
24597,mantab nih recseller,positive
24598,barang bisa dipakai kita lihat keawetannya,positive
24599,produk sampai sesuai dengan pesanan packaging rapi ,positive
24600,terimakasih ka ,positive
24601,barang sesuai pesanan kondisi good,positive
24602,pemesanan diproses secwpat kilat,positive
24603,terimakasih barangnya bagus ,positive
24604,fast respons pengiriman nya juga cepet makasih yahh,positive
24605,barang sudah diterima di test bagus terima kasih,positive
24606,diterima dengan baik kualitas bagus semoga langgeng,positive
24607,t o p barang proses cepat,positive
24608,untuk kseluruhan mantap barang bagus pengiriman cepat ,positive
24609,pesanan sudah diterima dengan baik seller responsif dan pengirimannya juga cepat ,positive
24610,barang mendarat dengan selamat pengiriman cepat barang ok thanks ,positive
24611,sorry baru update baru di info satpam,positive
24612,good response ,positive
24613,mantul gan sekali pasang langsung joos sukses terus ya gan buat tokonya ,positive
24614,dapat yg tidak ada kakinya ,negative
24615,kiriman sudah sampai dan diterima,positive
24616,penjual super cepat melayani respon pembelian paking super aman barang sesuai dengan postingan saya puas ,positive
24617,recomeded seller produk sesuai,positive
24618,respon chat cepat packing baik belum di test,positive
24619,fast respon terimakasih,negative
24620,sesuai produk yg di foto,positive
24621,makasih gan baterai cocok oke gan,positive
24622,hdd sudah pernah dipakai kurang lebih tahun padahal di deskripsi ditulis baru ,negative
24623,order bareng charger laptop tapi yang dikirim cuma charger saja hardisk tidak dikirim tanpa konfirmasi sebelumnya harusnya kalau stok kosong di infokan dong biar bisa nyari ditempat lain jadi gak rugi waktu untung dana bisa kembali lagi trima kasih tokopedia buat seller lain kali yang teliti ya ,negative
24624,barang sesuai descripsi dan paking rapi,positive
24625,ok trimksih gan hardisk sudah dipasang,positive
24626,seller ramah ditanya dulu dan pengiriman cepat makasih ,positive
24627,packing oke barang tanpa cacat sukses selalu gan,positive
24628,barang sesuai pesanan makasih gan ,positive
24629,barang bagus wharbisyah ,positive
24630,thanks gan barang sdh sampai dg aman,positive
24631,semoga awet batt nya barang sesuai rekomendasi bagus,positive
24632,berfungsi makasihhh,positive
24633,produk aman dan lancar jaya sippp lahhh,positive
24634,jossssssssssssssssssss,positive
24635,packing sangat aman bagus respon cepat dan ketika barang tidak berfungsi direturkan dengan cepat servis bintang juga terima kasih gan,positive
24636,suwuuuuuuuuuuuunnnnnn,positive
24637,mantab lah gannnnnnnnnnnnnnnnnnnnn,positive
24638,ok banget barangnya barang diterima on time ,positive
24639,barang sesuai deskripsi seller toppp,positive
24640,walau sedikit lama barang oke sekali,positive
24641,brg bagus ori moga awet deh,positive
24642,nice barang sesuai gambar amp pengiriman cepat,positive
24643,toko ini luar biasa keren kalo buat saya bisa return barang bahkan sampe dikirim balik dan uang pengiriman ditanggung tokonya jempol buat toko ini,positive
24644,pesanan sudah tiba berfungsi dg baik ,positive
24645,produk sesuai mantap pelayanan oke proses cepat sukses gan,positive
24646,packing ok tapi gak terpakai karena ternyata meskipun judul lapak ada laptop saya dell inspiron watt nya watt kurang banyak dari watt,positive
24647,respon cepat pengiriman cepat dan charger berfungsi dengan baik,positive
24648,cepat dan sesuai dengan spesifikasi thanks,positive
24649,respon sangat cepat berfungsi sebagaimana mestinya ,positive
24650,produk sesuai permintaan pengiriman ceoat fast respond recommended seller ,positive
24651,packing dan barang oke hasil testing juga muantap terimakasih,positive
24652,fast response seller was helpful,positive
24653,produk bagus pelayan juga ok saran saja dusnya di bungkus plastik yg rapat jd lebih aman kalau hujan thx,positive
24654,barang sesuai dg pesanan,positive
24655,berfungsi dengan baik sesuai dengan deskripsi produk semoga awet deh charger nya,positive
24656,ntaaaaapppsssssssssssssssssssss,positive
24657,gooooooooooooooooooooddddddddddddd,positive
24658,respon seller cepat produk bagus,positive
24659,barang sdh diterima dan cocok utk laptop nya terima kasih,positive
24660,bagus bagus meski pengiriman agak telat,positive
24661,barang cocok seperti di foto,positive
24662,sudah sampai barangnya agak berisik tp mantap lah sesuai yg difoto,positive
24663,pengiriman cepat sabtu pesan hari minggu sore sudah sampai batam barang berfungsi dengan baik hanya tidak compact tapi tidak masalah ,positive
24664,fast respond barang sama persis dengan charger untuk type lainnya tapi harga beda,positive
24665,chargernya oke nggak ada masalah sih sip dah ,positive
24666,barang berfungsi dengan baik pengirimannya juga sangat cepat,positive
24667,barang sudah sampai seller nya sangat membantu banget untuk recommend type produk apa yang sesuai tapi sayang nya charger mengeluarkan arus ac yg ngebuat laptop ane jadi nyetrum ane sdh yakin bkn grounding listrik ane yg cacat karena sdh coba pindah tempat dan pakai multitester hasil pun sama ane rasa ada cacat pd produk nya cuma ya sudah lah namanya barang murmer hehe ,positive
24668,cepet banget sampainya barang sesuai deskripsi,positive
24669,produk sudah sampai dengan selamat packing aman dan pelayanan cepat charger di banding yg asli bawaan laptopnya sedikit berbeda but work just fine thanks,positive
24670,seller responsif pengiriman cepat dan barang sesuai deskripsi,positive
24671,barang dikirim dengan cepat dan selamat selain itu berfungsi dengan baik ,positive
24672,sangat baik respon penjual baik packing sangat baik barang berfungsi dengan baik rekomended seller ,positive
24673,kesesuaian dengan deskripsi cth ukuran dan warna sesuai dengan foto fungsionalitas produk cth produk bekerja dengan baik amp kuat keinginan merekomendasikan produk ini kepada teman cth barang bagus cepat sampai recommended ,positive
24674,mantap barang bagus packing rapih,positive
24675,agak gimana produk datang tepat waktu terimakasih,positive
24676,kenapa foto dan barang yg datang beda sedikit kecewa walau pun ttp bisa digunakan ,negative
24677,barang bagus sesuai sm kebutuhan,positive
24678,seller ramah dan melayani pembeli dengan baik,positive
24679,barang sesuai ekspektasi pengiriman cpt cuman hari ,positive
24680,yang ini bagus berfungsi dengan baik semoga awet yah bos ,positive
24681,barang tidak sesuai di foto tidak ada tulisannya asus respon cepat,positive
24682,fast respon pesanan sampai kurang dari jam padahal pake reguler yang biasanya jam rec seller ,positive
24683,manteblah cepet bales chat barangnya ga cacat sama sekali pesanan tiba sesuai orderan ,positive
24684,barang bagus cepat packing aman recomendet seller ,positive
24685,dari pemesanan sampai penerimaan barang prosesnya normal karena emang pake same day barangnya bukan ori asus tapi masih bisa dipake sih buat charger sekali pemakaian belum ada keluhan thanks as komp,positive
24686,bagus tidak sesuai gambar ya,negative
24687,keren murah aman terima kasih ,positive
24688,mantep sesuai dengan yg ori,positive
24689,packing barang rapi chat penjual cepat tapi pengiriman sangat lambat tidak sesuai pesanan saya order minggu pakai same day dgn go send nyampenya hari kamis malam dgn jne tanpa ada konfirmasi barang sedang saya test saya harap kualitas barang melebihi kualitas pengiriman tokonya ,negative
24690,ntaps nih bosquuee bintangnya smpe baik aja yaa karena klo sangat baik nanti ditolak kamu terlalu baik buat aquuu ,positive
24691,packing bagus rapi dan aman barang berfungsi dengan baik namun yang di foto dan yg didapat sedikit berbeda di bagian kepala charger ,positive
24692,recommended seller baranf sesuai pesanan,positive
24693,produk sudah sampai overall bagus tp emang agak longgar gpp hanya saja tulisan asus nya gk ada hehe malah ada tulisan china,positive
24694,barang diterima dengan baik terima kasih ,positive
24695,pengiriman cepat dan barang sampai mulus ,positive
24696,mantap fast respon dan barang langsung dikirim,positive
24697,barang agak lama si datengnya tapi sesuai sama ekspetasi ,positive
24698,barang ny udah langsung pake sedeppp,positive
24699,barang nya bagus bisa di pakek,positive
24700,mantap fast respon dan cepat datang,positive
24701,fast respon n test langsung,positive
24702,paket telah diterima tp blm s di tes semoga cocok walaupun ada sedikit missing semoga awet dah tar bintangnya sy tambahin ya kl sdh di tes dan cocok ty,positive
24703,berfungsi sangat baik trims,positive
24704,semoga berfungsi dengan baik ke depannya,positive
24705,proses pengiriman cepat berfungsi dengan baik,positive
24706,barang sesuai dengan deskripsi brang dibungkus dengan rapi,positive
24707,good memuaskan pelanggan,positive
24708,barang sdh di trima dan lgs di test thanks ya gan sukses sll bro,positive
24709,proces diskusi sampe penerimaan lancar barang kondisi good ,positive
24710,packing rapi produk ok rekomended seller thanks gan,positive
24711,terimakasih untuk pengirimannya barang sudah saya terima dalam keadaan baik sukses selalu untuk as komputer dan tokopedia ,positive
24712,barang sudah sampai semoga awet thanks gan,positive
24713,semoga awertt dan tahan lamamama,positive
24714,thanks gan barang sesuai deskripsi,positive
24715,order batre sony vaio mbulet pelayanan aftersale buruk pake tragedi salah barang juga yang dikirim,negative
24716,mantap hanya masalah di pengiriman saja yg cukup lama krn baterai tdk bs lwt pswt overall bagus,positive
24717,gan baterai nya kok ga kedeteksi ya di sony vaio saya kalo dari seri sama tp ga kedetek gan mohon infonya tks,negative
24718,mantap kualitas boleh diadu,positive
24719,lumayan gantikan yg lama,negative
24720,bagus pengiriman lewat darat ,positive
24721,fast respon barang udah sampe rumah terima kasih banyak semoga awet,positive
24722,kualitas produk pelayanan biarkan bintang berbicara,positive
24723,terima kasihhhhhhhhh gannnnnnnnnnnn,positive
24724,warna tidak sesuai dengan gambar semogaa barang benar asli dan awet,positive
24725,pengiriman cepat reapon baik ,positive
24726,makasih gan pelayanan mantab salah pesan datang ke toko langsung di tukar baru ,positive
24727,barang sudah terpasang dan bekerja dengan baik,positive
24728,top markotop sangat sangat membantu respon cepat,positive
24729,packing barang rapi produk semoga memuaskan terima kasih ,positive
24730,barang sesuai order semoga awet thx,positive
24731,fast respon order barang lgsg di kirim sempet ketuker baterainya kesalahan saya krn tidak cek model baterainya retur jg lumayan respon nya ty,positive
24732,mantab cepat sampai barang sesuai deskripsi,positive
24733,barang tiba dgn selamat lancar dan sesuai deskripsi barang udah dicoba dan sejauh ini nggak ada masalah ,positive
24734,barang mantap pengiriman tepat waktu dan penjualnya responsif mantap ,positive
24735,barang sudah di terima recomended seller tapi belum sempet di coba,positive
24736,barang sudah sampai respon penjual cepat mantap,positive
24737,barang bagus dan sesuai yang ditawarkan,positive
24738,barang udh diterima makasiiihhh,positive
24739,belum dicoba tapi keliatannya cocok,positive
24740,maaf gan kok gk sesuai sama gambar foto yg dideskripsi ya gmn nh gan ,negative
24741,packing baik terima kasih gan,positive
24742,barang sesuai sudah dipasang dan sudah berfungsi baik,positive
24743,cepat sampai belum saya cek dgn laptop,positive
24744,paket sudah terima sesuai pesanan trima kasih ,positive
24745,thanks gan barangnya oke servisnya juga mantep ,positive
24746,pengiriman cpat dan kualitas barang ok memang ori sih semoga awet ,positive
24747,respon cepat pengiriman aman kondisi baterai langsung on tidak ada masalah mudahan awet ,positive
24748,fast respond barang sesuai pesanan thanks ,positive
24749,packing bagus bgt dan aman barang sampai dgn selamat dan berfungsi dgn baik terima kasih,positive
24750,barang sudah diterima dengan kondisi yg baik sudah dipasang jg dan berfungsi dgn baik thanks gan,positive
24751,makasiii ,positive
24752,mantul gan responsive fast delivery sukses yah,positive
24753,rekomended store thanks gan,positive
24754,cukup baik tidak seperti feel keyboard aslinya dan tidak backlit ,negative
24755,barang yang dikirim tidak ada backlit sesuai di deskripsi,negative
24756,barang diterima dengan cepat dan lamgsung dipasanh,positive
24757,barang bagus dan packing oke,positive
24758,sebulan pertama sih puas meskipun ada satu dua key yang kok dirasa ga smooth seperti keyboard bawaan yg rusak kira kira sebulan setengah setelah masa pembelian baru muncul errornya beberapa tombol sudah tidak berjalan dengan semestinya dan sepertinya memang saya harus beli keyboard asli bawaan thinkpad ,negative
24759,baru dan berfungsi dgn baik,positive
24760,terimakasih yah pesanannya sudah sampai,positive
24761,sangat sesuai dgn gambar cepaat good job,positive
24762,fast response barang sesuai description backlight berfungsi recomended seller,positive
24763,terimakasih packing rapi unit belom dicoba semoga bisa berfungsi sebagaimana mestinya,positive
24764,recommended seller barang sangat bagus semuanya normal dan ada backlight nya keren dan tentunya fast respond top,positive
24765,barang sesuai cocok smg awet tks bos,positive
24766,barang sesuai dengan gambar posisi enter titik koma berbeda dengan keyboard bawaan namun barang berfungsi dengan baik ,positive
24767,bagus murah n cepat kirimnya tks gan ,positive
24768,fast respon packing rapih aman walaupun sempat barang tidak jalan tetapi dapat retur recomended seller deh pokok nya,positive
24769,respon penjual cepat dan kualitas barang sesuai ekspektasi,positive
24770,terima kasih gan keyboard udah saya terima dan test makyus ,positive
24771,bagus walau barang sampai diretur lagi dikirm lgi dengan yg baru pelayanan mantap,positive
24772,barng sudah sampai dengan aman ini baru charge menit an kok puanas yo opo gak overheat nantinya,positive
24773,produk tdk ssuai gambar trus ad bagian yg sdh cacat ketika d charge sbntar adaptor sdh panas berlebihan thx ,negative
24774,barang sesuai spek tidak sesuai foto ,negative
24775,sesuai deskripsi cepat sampai recommend deh ,positive
24776,barang sudah di terima dan test running oke semoga bisa tahan lama charger nya thanks om,positive
24777,terimakasih barang sudah diterima dengan paketan yang baik ,positive
24778,ok barang bagus paking rapi,positive
24779,packing bagus ok mantap nyala dengan sempurna,positive
24780,barang sesuai harapan dan cepat sampai recommend seller,positive
24781,admin responsif dan proses pengiriman cpt,positive
24782,fast respon good packaging semoga awet ,positive
24783,respon cepat kiriman cepat sampai produk bagus recommended,positive
24784,good and fast responds cepat sampai,positive
24785,paket rapi n cpat sampenya sdh d coba n normal smua tp tdk bisa rapat kybordnya dengan tempatnya,positive
24786,produk bagus dipasang langsung ok berjalan normal thanks gan ,positive
24787,barang diterima dgnkondisi baik trims,positive
24788,order udh smpe gan udh dipasang n bekerja dgn baik thanks ,positive
24789,barang sesuai pesanan dan kondisi bagus packing rapih berfungsi normal trims,positive
24790,barang oke thx recomend seller ,positive
24791,gooooood gooooood gooooood,positive
24792,mantap barang mendarat dg selamat fungsi ok ,positive
24793,barang dah sampai terima kasih banyak bos,positive
24794,barang oke pengiriman oke respon penjual juga oke sip,positive
24795,baterai berfungsi akan tetapi tidak presisi pada saat pemasangan sedikit dipaksa ,negative
24796,harga bersaing mantabb ,positive
24797,smoga awetttt dan normal smua y,positive
24798,mantab juragan yang satu ini serba dimudahkan ,positive
24799,semoga awet respon dan layanannya bagus makasih ya,positive
24800, jempol buat fast responnya tp barangnya klo dibilang original g yakin karena jika disandingkan dengan barang ori keliatan bgt beda kualitasnya stiker juga mudah lepas dan posisi nya tidak presisi seperti barang ori mudahan batterenya tahan seperti battere ori lebih dari jam pemakaian normal ,negative
24801,packaging baik dan kualitas baik ,positive
24802,respon cepat pengiriman cepat amp rapih ,positive
24803,mantabsssss jozzzz sesuai spek dan working well,positive
24804,packing bagus respon cepat,positive
24805,barang mantap dan sesuai dengan pesanan respons cepat harga selalu yang terbaik,positive
24806,item ke dua terahir nov ,positive
24807,packing bagus repon cepat,positive
24808,bagus bagus bagus paling bagus,positive
24809,ini kok blm sebulan udah ga mau dicas aja ya gan ,positive
24810,mantab barang nya sudah di terima thanks,positive
24811,okeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,positive
24812,mkasih gan brang dah sampai paking rapih tapi sangat di sayangkan voltase tidak sesuai hanya ada volt,negative
24813,barang sdh sampe gan makasih ,positive
24814,thankss bro adaptory berfungsi baik,positive
24815,toko ini recomended pokok nya,positive
24816,brg yg diterima tdk sesuai,negative
24817,beli siang sore nyampe top lah seller nya fast respon barang diterima baik awalnya ragu karna bentuknya ga sama tapi pas dipake berfungsi sebagaimama mestinya semoga awet thanks,positive
24818,pengiriman cepat barang bagus sampai dengan selamat terima kasih,positive
24819,pokoknya siip dah terus ditingkatka pelayanannya mantap,positive
24820,cepat sekali semoga barang awet,positive
24821,sip barang cocok dengan yg dipesan sukses selalu gan ,positive
24822,bagus fast respon packing baik,positive
24823,barang sudah diterima amp sesuai dengan pesanan ,positive
24824,muantabssssssssssssssssssssssssssssss,negative
24825,pelayanan baik pengiriman cepat barang sesuai ,positive
24826,barang recomended fast respon nda nyesal beli di sini mantap jiwa ,positive
24827,brg sudah datang alhamdulillah bisa berfungsi dengan baik,positive
24828,charger netbook hp mini bekerja dengan bagus dan berfungsi normal ,positive
24829,barang selamat sampai tujuan thx gan,positive
24830,produk sesuai yang diinginkan catatan packing rapih,positive
24831,produk sesuai dan bisa digunakan buat laptop hp mini pengiriman cepat terima kasih,positive
24832,ujungnya pas dimasukin ke slot charger netbook agak sedikit longgar jd ga ngepres tapi berfungsi dgn baik mksh gan ,positive
24833,pengiriman cepat produk sesuai dengan deskripsi dan berfungsi ,positive
24834,terima kasih kak pengiriman tepat waktu nya sy tunggu ganti nya ya kak,positive
24835,tiba dengan selamat dan cpt,positive
24836,cepat sampai barang sesuai belum sempat dicoba makasih,positive
24837,tadinya ga fungsi tapi kok fungsi sendiri makasih banyak udah respon pas komplain,positive
24838,sudah sampai dan cocok saat digunakan semoga awet makin sukses dagang nya ,positive
24839,barang sesuai deskripsi dan bisa digunakan semoga barang awet,positive
24840,trimakasih gan varang sesuai pesenan,positive
24841,thanks barang nya sdh sampai ,positive
24842,trims uda di terima dgn baik packing oke pengiriman cepat jg ,positive
24843,matap respon ok paking rapi,positive
24844,packing rapih dan cepat respon tq pak bos,positive
24845,barang mantap berpungsi baik semoga awet senang belanja d tokonya gan makasi,positive
24846,harga oke bisa bekerja dengan baik thanks ya,positive
24847,barang ok dan kualitas sesuai harga,positive
24848,baik produk bagus sekali,positive
24849,cepat barang bagus berfungsi dng baik tq,positive
24850,mantap bekerja dgn baik,positive
24851,barang bagus tp blm saya coba smoga awet thanks ,positive
24852,barang yg dikirim output voltage nya v a gak sesuai dengan apa yg ada di deskripsi output voltage nya v a ,negative
24853,barang sudah sampai dan sesuai terima kasih gan,positive
24854,barang ok dan berfungsi dengan baik ,positive
24855,barang awet terima kasih,positive
24856,maaf telat cepat pengiriman dan tidak ada komplain,positive
24857,kabel nya cocok laptop akhirnya bisa nyala lagi oke top,positive
24858,respons cepat jadiny baranv juga cepat sampai thanks ya ,positive
24859,makasiiiiiiiiiiiih ,positive
24860,barang sudah sampe muantap,positive
24861,baguss sesuai dengan gambar tpi bbelum coba,positive
24862,barang sesuai deskripsi paling murah dibanding seller lain mantap,positive
24863,barang dah sampai respon cepat dan barang sipz ,positive
24864,barang sdh smpi trima kasih ,positive
24865,produk sampai packing aman kualitas tunggu bulan lagi ,positive
24866,baik packing baik kecepatan oke thanks,positive
24867,manteb dah keren ceped working well,positive
24868,belum di coba semoga pas,positive
24869,berfungsi dengan baik pengiriman cepat,positive
24870,terimakasih barang sudah di terima response cepat rekomendasi seller,positive
24871,pesanan sesuai dan bekerja dengan baik ,positive
24872,barang sesuai dengan gambar semoga awet tk,positive
24873,murah cepat dan support dengan laptop saya,positive
24874,barang sesuai kondisi baik,positive
24875,barang sesuai pesanan recommended seller ,positive
24876,barangnya udah nyampe berfungsi normal terima kasih ,positive
24877,proses sangat cepat pertahankaan,positive
24878,berfungsi dengan baik jam charging batery udah penuh,positive
24879,mantap pengiriman cepet yg datang sesuai thanks gan,positive
24880,barang bagus mantap pokoknya,positive
24881,barang cepat sampai packing bagus mantab gan,positive
24882,barang bagus pengirima cepat mantap ,positive
24883,mantab cepat akurat sigap,positive
24884,bagusss passss sesuai yg di foto oke,positive
24885,good sesuai dengan pesanan,positive
24886,mantav barang sesuai dengan deskripsi product proses cepat pengiriman saya coba barang tidak ada kendala,positive
24887,kirim kepat barang sesuai deskripsi,positive
24888, brang udah d terima dan berfungsi tlad di pengiriman aj tp bukan salah seller tikinya yg lama,positive
24889,sudah diterima dengan baik dan berfungsi dengan baik kualitas produk sangat bagus untuk harga segitu trims gan,positive
24890,fast response barang cepat sampe semoga awet aamiin,positive
24891,mantabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,positive
24892,barang sesuai pesanan pengiriman cepat ppacking rapi good,positive
24893,mantabbbbbbbbbbbbbbbbbbbbbbbbbbbb,positive
24894,barang nya sduah diterima terima kasih gan,positive
24895,sesuai pesanan recommended seller bintang thanks gan ,positive
24896,barang berfungsi dengan baik pengiriman cepat makasih ya gan ,positive
24897,barang bagus cepat sampai ukuran dan warna sesuai dengan foto ,positive
24898,konfirmasi barang sudah saya terima dalam keadaan baik sudah termasuk box nya semuanya rapi mulai dari proses tanya jawab transaksi transfer dan proses pengirimanya dilakukan dengan baik dan cepat respon nya recommended seller jangan lupa saya dikasih rating ya,positive
24899,sesuai ,positive
24900,respon cepat siip ,positive
24901,sippppppppppppppppppppppppppppppppppppp,positive
24902,barang sdh diterima dan sudah dicoba dipergunakan berfungsi dengan baik,positive
24903,lama kalo buat ngecas cuma lumayan lah dari pada ga ada ,negative
24904,mantap proses cepat seller ramah sukses selaluuuuuuuuuuuu,positive
24905,barang sesuai dengan gambar kiriman cepat thx gan ,positive
24906,terlaaluuu cepat respon dan pengirimanya terima kasih gan,positive
24907,pengiriman cepat langsung di coba dan berfungsi semoga awet ,positive
24908,barang bagus sesuai dengan yang dipesan thanks,positive
24909,fast respon fast send it ,positive
24910,sesuai dengan harganyaaaaaaaaaaaaaaa,negative
24911,barang sampai dengan selamat dan sesuai dengan pesanan ,negative
24912,batre sesuai netbook punya anak siip ,positive
24913,pelayanan cepat rapi mantab,positive
24914,bagusss sempat terkendala dengan proses pengiriman saran buat seller kalau ada kendala jangan buyer yg disuruh utk nyari barangnya itu tanggung jawab seller ,positive
24915,barang sdh diterima semoga awet bener original makasih,positive
24916,mantabhhhhh ,positive
24917,barang sudah sampai dengan baik kualitas oke thanks gan,positive
24918,fast respon good quality thanks,positive
24919,barang oke delivery super cepat topbgt,positive
24920,thanks seller bertindak cepat dengan barang yang tepat semoga sukses ,positive
24921,barang ok wlpn blm ane periksa tp ane yakin sama seller aja lahh d,positive
24922,baterai tidak perform sistem os menandai dengan tanda peringatan kuning bhw baterai hampir habis agar dicharge,negative
24923,berfungsi dengan baik barang sampai dengan baik tanpa cacat fisik,negative
24924,barang bagus pelayanan baik terimakasih,positive
24925,pokok nya barang jadi aman,positive
24926,brg sesuai top ,positive
24927,barang bagus seller komunikatif namun harga k menurut saya kemahalan untuk bubble wrap terlebih jika paket yang dikirim berukuran kecil,positive
24928,ya pelengkap pengamanan saja biar maximum safety ,positive
24929,paket sudah diterima dg baik,positive
24930,bubblenya bnyak ,positive
24931,mantappsss ,positive
24932,mantap barang jadi aman ,positive
24933,okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkeeeeeeeeeeeeeeeeeeeee,positive
24934,sdh diterima dan good semoga lancat terus orderannya gan,positive
24935,barang sampai dgn selamat respon cepat colokan ke laptop tidak terlalu longgar dan masih ke charge semoga awet terima kasih ,positive
24936,mantaappppppp pesan hari ini besok langsung sampe barangnya recommended,positive
24937,mantapp peking nya rapi dan cepat,positive
24938,terimakasih barang sesuai dan kangsung bisa digunakan ,positive
24939,barang sdh sampai belum saya cek lagi saya masih diluar kota trims,positive
24940,barang diterima dengan baik cepat sampai ,positive
24941,paket sudah diterima semoga awet,positive
24942,respon sangat cepat dan barang cepat sampai barang berfungsi dengan baik terima kasih,positive
24943,sudah dites barang berfungsi dengan baik ,positive
24944,paket sudah sampai sesuai deskripsi,positive
24945,sangat memuaskan chargernya terimakasih,positive
24946,barang baik pack rapih terima kasih,positive
24947,barangnya sesuai dan sprt yg diharapkan packingnya rapi pengirimannya cepat langsung dipakai utk ngecharge laptop yg sdh bln tdk nyala krn chargernya hilang memuaskan ,positive
24948,packing rapi pengiriman cepat,positive
24949,agak berbeda dengan gambar tp tetap work thx,positive
24950,sesuai deskripsi semoga ada promo dan diskon,positive
24951,fast response tapi produknya belum di coba ,positive
24952,seller sangat responsive dan baik sekali kepada customer,positive
24953,kualitas sesuai harga kabel agak pendek tp baguslah,positive
24954,responsive cepat sampai,positive
24955,cepet sampe barangnya mudahan awet thanks seller,positive
24956,smoga awet baterai nya barang sesuai deskripsi,positive
24957,alhamdulillah cocok ,positive
24958,barang sesuai order kondisi bagus paking bagus pengiriman ok semoga tidak ada kendala baterainya terima kasih ,positive
24959,berfungsi baik sesuai deskripsi produk,positive
24960,mantabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,positive
24961,recommanded seller thank u gan i hope u commited to ur service and goods quality ,positive
24962,barang dah nyampe kemasan bagus barang bagus moga awet ,positive
24963,barang sudah diterima sudah bisa dipakai ke netbook saya thanks ya gan,positive
24964,produk bagus dan dapat bertahan hampir jam dan sesuai dengan net book saya,positive
24965,barang baik semoga awet pengiriman cepat rekomended seller ,positive
24966,fast respon mantap meski beda nomor model tetep cocok,positive
24967,tq brgnya ok pack ok good bos,positive
24968,thx gan recomended deh ,negative
24969,terimakasih barang dah sampai,positive
24970,mantap sesuai pesanan makasih gan,positive
24971,mantapp barang sampai dengan selamat,positive
24972,lcd joss langsung sehat lagi layar laptopnya,positive
24973,aman barang gan kendala di jne mksih ,negative
24974,senang bertransaksi dg toko ini cs nya ramah barang nya baik walaupun saya salah order karena socket pin nya berbeda toko ini menerima ditukar dg yg sesuai yg pasti prosedur penukaran hrs kita ikuti dong barang harus dalam kondisi saat dikirim trims ya gan ,positive
24975,respon mntap biarlah bintang berbicara,positive
24976,respon cepat brg cepat sampai ,positive
24977,respon penjual okey thanks ,positive
24978,respon cepat produk berfungsi dengan baik ,positive
24979,barang bagus packing rapi,positive
24980,mantap barang bagus sesuai dengan iklan dan masih tersegel,positive
24981,ntaaappsss berfungsi dengan baik terimakasih ,positive
24982,packing rapi barang bagus ternyata memang laptopnya aja yg rusak tq gan,positive
24983,packing rapih bener fast respon cuma jnt nya aja kurang gercep,positive
24984,terimakasih pengiriman cepat,positive
24985,alhamdulillah puas berbelanja di toko ini semoga berkah ya min,positive
24986,respon cepet packing mantab tapi barang tidak ada merknya alias polos di gambar merknya lg overall berfungsi dengan baik dan sesuai sama harganya semoga awet dan ga bermasalah ya boss thanks ,positive
24987,terimakasih barang sudah sampai tested amp berfungsi dg baik ,positive
24988,alhamdulillah produk di packing sangat rapih sekali dijamin aman dan murah beli di sini pengiriman cepat sekali penjual respon sangat baik makasih om sukses terus terbaik ,positive
24989,terimakasih banyak pak ,positive
24990,bagus paketanny barangny bagus semoga awet ,positive
24991,packing rapi cepat juga sampainya recommend barang sesuai dengan deskripsi,positive
24992,barang sudah sampai peking aman rapi sesuai diharapkan semoga awet as komputer selalu sukses,positive
24993,ya gimana ya mungkin karna laptopnya yg bermasalah jadi yaudah lah terima kasih gan yah udah terima komplain,positive
