,text,sentiment
32956,"Seller fast respon, pengiriman cepat, packingnya jg rapih, barangnya bagus sesuai pict dan deskripsi. Tq",positive
32957,"Mendarat dengan baik, packing baik, mantap lah barangnya.",positive
32958,Sesuai dengan harganx..,negative
32959,Barang bagus sesuai gambar..,positive
32960,"sesuai harapan, bahannya oke, jahitan oke, semoga awet.",positive
32961,biar bintang yang berbicara,positive
32962,s i i i p p p . . . . . . . . . 👍,positive
32963,"next order ukuran L.
itu pun kalo udah kurusan.
wkwk",positive
32964,Hatur nuhun nyaAaaaaaa,positive
32965,Bagus sesuai dengan harga,positive
32966,Makasiiiiiii......  Yaaaaaaaa,positive
32967,diterima dengan baik dan sesuai pesanan,positive
32968,pelayanan cepat.. barang sesuai pesanan..,positive
32969,udh 3x bli dsni bgus mdel bhannya,positive
32970,"Respon cepat,pengiriman cepat,barang bagus.",positive
32971,Pengiriman aga telat tp barang cukup bagus,positive
32972,Barang cakep banget.... Sukaaaaa sekali... Pengiriman sangat cepat dan packing rapih..... Tks ya.... Sukses trs jualannya,positive
32973,"bahan enak bgt, adem, cepat kering",positive
32974,Biarkan ⭐⭐⭐⭐⭐ yg bicara,positive
32975,"Barang mantap, ringan kalau kena kringat cepat kering....",positive
32976,Recommended dan bakal sering order lagi,positive
32977,"Oke ,packing bagus, barang sesuai",positive
32978,"Barang bagus, bahan halus, cocok dengan harganya... terima kasih...",positive
32979,Terimakasih respon cepatnya,positive
32980,"barang sudah diterima , mantaaaap, terima kasih gan",positive
32981,"Celananya Bagus.. 
Memuaskan... Cocok bwt ukuran jumbo.. 👍👍👍",positive
32982,"Bahannya sangat nyaman, adem, jahitannya halus &amp; rapih. Proses pengirimannya cepat &amp; kemasan pengirimannya rapih",positive
32983,Ukuran warna sesuai dengan foto dan deskripsi pruduct yang di jual,positive
32984,"Terima kasih barang sudah sampai di tujuan.... 😊😊😊Bahan dari celana nya bagus, dan jahitan yang rapih🙏",negative
32985,Belanja yg ke 2x nya... tetap mantap,positive
32986,Keren..nyaman..berkualitas,positive
32987,"motifnya salah kirim kak
tp gpp sih..., makasih ya",positive
32988,Kualitas sesuai harga lah,positive
32989,Murah tapi bagus ......,positive
32990,"Barang telah diterima, sesuai deskripsi, terimakasih,...",positive
32991,Mantapss. Packingnya rapih,positive
32992,Sesuai deskripsi dan barang cepat sampai...,positive
32993,Sesuai deskripsi...mantaaappp,positive
32994,Memuaskan...........................,positive
32995,"kereeen, barang cepat sampau, terima kasiiih",positive
32996,"Barang sesuai, nyaman, seller ramah fast respond. Makasih ya gan sukses selalu buat lapaknya 😄",positive
32997,dddsfjdgzfdahcjgoddjdhsjdhfkffkfhdkkchadfjkcv,positive
32998,Celananya sesuai dengan deskripsi..nayaman dipake tuk olahraga..good...,positive
32999,ternyata ukurannya gede banget,positive
33000,"lumayan buat lari pagi
mantap",positive
33001,Ukuran sesuai yg dijelaskan..bahan sesuai kalau ada bahan tambahan dalamnya mungkin lebih nyaman,positive
33002,"Keren banget kak, ngepas banget dan kainnya juga dingin, mantap pkoknya dah",positive
33003,Lumayan lachh......!!!!!!!!!!!!!!!!!!!!!!!!,positive
33004,Barang sesuai deskripsi. pengiriman cepat.,positive
33005,Cocok sesuai dengan orderan...meskipun koleksi yang sy order gak ada... tapi ada notif utk penggantinya...,positive
33006,Terimakasih barang sudah sampai,positive
33007,Ukurannya sangat besar. Sy pesan XL penampakan seperti 4L,negative
33008,Produk sesuai dengan gambar. Respon penjual sangat cepat dan komunikatif. Packing rapi dan pengiriman juga cepat. VERY RECOMMENDED STORE! Terima kasih banyak... :),positive
33009,"kurang sesuai harapan, saya kira bahannya agak tebal, ternyata satu lapis aja. untuk celananya nyaman dipake, jahitannya rapi, pengiriman dan respon cepat. Cukup Puas",positive
33010,bahannya tipis...so far ok..thank u,positive
33011,"Barang sesuai deskripsi, mantap",positive
33012,Barang bagus. Murah. Nyaman dipakai...,positive
33013,"PUAS BANGET, barang bagus, pasti beli lagi",positive
33014,"Barang bagus, sesuai sama gambarnya 😊😊",positive
33015,"Paket sdah sy trma gan
Sesuai yg sy hrpkn 
Makasih gan",positive
33016,"Udah beberapa kali saya beli di celana dsni.. hasilnya sangat memuaskan.. 
bahannya bagus..
Harga murah..",positive
33017,"barang cepat sampai. packing rapi, dan barang sesuai deskripsi",positive
33018,"Barang udah diterima, kualitas sesuai harga...",positive
33019,"Terimakasih agaaan,
Barang bagus sesui",positive
33020,"Bagus barangnya, bahannya tipis tapi adem. Kebetulan saya beli ini buat kegiatan indoor saja jadi sangat cocok.",positive
33021,Nice quality recommended banget,positive
33022,"Pengiriman cepat, bahan adem, packing rapi. Terimakasih banyak kak",positive
33023,"Packing bagus , kualitas barang oke , pengiriman lumayan cepat",positive
33024,"Numayan, Respon cepat. Pengiriman barang cepat",positive
33025,Bagus sesuai dengan harga,positive
33026,Sesuai dengan gambar... Terima kasih... Walaupun agak kebesaran...,positive
33027,Semoga usaha anda lancar dan semoga sukses selalu 😉,positive
33028,Brg sdh smpai tp tdk ssuai dgn gambar di display toko,negative
33029,"Respon cepet, kirim cepet, bungkusan rapi, barang bagus, ahhh thank u so much lahh :*",positive
33030,Bahan tipis. Ya sesuai hargalah. Good deh.. penjual ramah dan pengiriman tepat waktu..,positive
33031,"sESUAI gAMBAR, sAYANG NYA BAHAN PARASUT NYA TIPIS GAK ADA LAPISAN DALAM NYA... BAGUS JUGA KRN KANTONG NYA DIBERI SLETING ZIPPER, BAWAHANNYA JUGA DIKASIH TALI JADI BISA DIKECILKAN ... OVERALL BAGUS KOK",positive
33032,"packing rapi, respon cepat",positive
33033,Barang bagus sesuai gambar. Recommended ! Thx,positive
33034,"makasih barangny dah smpe, fast respon barang bgs",positive
33035,"Brg dah nyampe gan..
Sprti biasa sangat memuaskan
Mksh byk gan..next order lagi",positive
33036,Produk lumayan... Pembelian ke2,positive
33037,"Barang sudah diterima, makasih yaa...",positive
33038,Mantapppppppppppppp............,positive
33039,"ok, barang sudah samapai good",positive
33040,Kyknya lumayan bgs...semoga awet,positive
33041,"pengiriman cepat, kesan awal produk lumayan bagus, mudah2an beneran nyaman dipake. terimakasih seller &amp; tokopedia",positive
33042,terima kasih untuk barangnya semoga lancar trus,positive
33043,Barang cepet sampenya... thank you,positive
33044,"mantafff jiwaaa... keren gan, sesuai pesanan",positive
33045,Mantap ukuran lebar cutbrai jadi bisa lapis jeans biar ga basah kena salju,positive
33046,"Udah sampai, terimakasih banyak",positive
33047,"Memuaskan, terima kasih",positive
33048,"sesuai dengan gambar, nyaman saat digunakan, terima kasih",positive
33049,trimakasih banyaaaak gaaaaaannnn,positive
33050,"Barang sesuai harga, kualitas cukup bagus, pengiriman cepat. Thanks Gan",positive
33051,Barang sesuai pesana,positive
33052,"terimakasih barang sdh sampai dan sdh kami terima dg baik,  sukses sll gan",positive
33053,"jahitan rapi.  nggak ada cacat.  ngebalas diskusi cepat.  recommended seller nih si agan.  bayar senin,  kamis udah sampai banjarmasin.",positive
33054,"Barangnya sudah sampai, ukurannya pas dan nyaman sekali... puas banget, nanti pasti order lagi deh.. recomended ;)",positive
33055,"Kualitas brg bagus,  pelayanan cepat pengiriman cepat pedahal salah alamat tapi konfirmasi ganti alamatnya cepat, thanks yah",positive
33056,sesuai pesanan dan sampai dalam 4 hari,negative
33057,"Barangnya lumayan bagus untuk harga segini, mantap",positive
33058,"seperti biasa, selalu memuaskan belanja disini",positive
33059,"terimakasih bos semoga sukses
dan pelayanan ditingkatkan lagi walaupun hari libur",positive
33060,pesanan sdh diterima........,positive
33061,makasih banyaak barang sudah samapai,positive
33062,"Barang sesuai deskripsi, kualitas sesuai harga. Terimakasih.",positive
33063,"terima kasih sudah terima, brg sesuai dengan harapan",negative
33064,"bagus cepat smapai dan hargapun murah, mantan",positive
33065,"untuk bahan dan harga sangat sesuai, respon penjual dan pengiriman cepat",positive
33066,"brg sdh sampai...bagus, terimakasih",positive
33067,"Barang sudah sampai
Terima kasih",positive
33068,makasiiiiiiiiiiiiiiiiiihhhh..................,positive
33069,sip barang sesuai dengan yg ditawarkan. ok.,positive
33070,barangnya bagus.. pengirimannya juga cepet..,positive
33071,sudah sampai  hatur nuhun,positive
33072,sesuai deskripsi....trimsssss yaaaa,positive
33073,Barang oke gan..packing bagus..5*4U,positive
33074,"barang udah nyampe, kualitas sesuai harga. semoga bikin sy makin rajin olahraga",positive
33075,bagus gan nnti saya beli lgi kalau stoknya masih ada,positive
33076,"sesuai bagus,.......................................",positive
33077,"MURMER, CEPAT TANGGAP OK BAHAN HALUS ENAK KAYAKNYA BELUM DICOBA SIH",positive
33078,"Mantap, sesuai dengan harganya.. Puas..",positive
33079,ini orderan ke dua.... bahannya baguss,positive
33080,bahannya bagus...respon cepat. mksh bnyak ya,positive
33081,mantap gan barangnya..thanks gan..terima kasih tokopedia sukses slalu,positive
33082,"kliatannya sih udah sampe tp blm bs ane check, makasih gan",positive
33083,produk sesuai gambar .bagus Dan pengiriman cepat .,positive
33084,Kualitas ok.. Makasih yaa sesuai harapan...,positive
33085,Produk yang diterima sesuai dengan yang tertera pada deskripsi produk. Bahan produk kuat dan tidak rentan dengan debu atau kotoran. Produk juga dapat berfungsi dengan baik saat digunakan indoor ataupun outdoor. Penjual sangat cepat menjawab pertanyaan saya selama proses transaksi. Saya senang berbelanja di toko ini.,positive
33086,okee...barang sangat memuaskan...kain bagus gk tmbus klo d tiup,positive
33087,"ini bahan yg pling enak diantara 3 celana yg sya order gan, 
tingkatkan lagi kecepatan ,,,,, 
barang recomended untuk harga sekian !",positive
33088,barang bgus. .....mantap.........,positive
33089,"mantab mas broo...,

langsung ane pake. mudah2xan kaga gatal... hahaha",positive
33090,Quality goodddd harga terjangkau thanks............,positive
33091,"terima kasih, barang sdh sampai...lumayan nyaman... :)",positive
33092,Sesuai harga lah barangnya... finishingnya lumayan,negative
33093,thx.....good..............................................,positive
33094,"dengan harga segitu, dapat barang yang berkualitas.",positive
33095,barang sudah di terima.udh skian kali beli di sini recomended sesuai pesanan makasih gan,positive
33096,"memuaskan,bahan adem..nyaman di pake",positive
33097,pengiriman cepat respon cepatttt. makasih,positive
33098,sesuai deskripsi...kualitas bagus...,positive
33099,paket sudah diterima...... Bagus.... terimakasih :-),positive
33100,"pengiriman cepat,bahan nya enak",positive
33101,Makasih ya.. barangnya dah sampe... Belum di coba.. kayanya bagus Ko.. :F,positive
33102,trimakasih atas kerja samanya..  Semoga lancar.  Selalu..,positive
33103,"Mantap, kwalitas sesuai dgn harganya...",positive
33104,paket sudah sampai. barang sesuai dengan harganya. terimakasih,negative
33105,"respon cepat, cocok dibadan, dan adem",positive
33106,bahan nya tipis dan panas kurang enak dipake,negative
33107,"barang sudah diterima, lumayan lah...",negative
33108,mantapppppppp kang barang na......... ..,positive
33109,untuk celana panjangnya cukup puas... bagus barangnya...,positive
33110,Bagus gan buat harga segitu...,positive
33111,alhamdulillah kualitas cukup sepadan dg harga,positive
33112,terima kasih.... barangnya recomended bgt...,positive
33113,"maaf saya baru review, kemarin saya beli celana no1 dan no3, untuk celana no1, warnanya saya suka, tapi bahannya agak tipis dan sedikit berisik dipakenya, sedangkan no3 bahannya lebih tebal dan tidak berisik, pakingnya rapi dan responnya cepat, terima kasih",positive
33114,terimakasih barang sudah sampai,positive
33115,puuuuaaas. bagus..................,positive
33116,"Alhamdulillah,terima kasih .................",positive
33117,Terima kasih. Barang di terima dengan baik.,positive
33118,Cepat sampai nya ...terima kasih banyaaaak #Recommend,positive
33119,lumayan lah. sesuai harga... buat lari pagi.,negative
33120,"terima kasih gan, barang sudah sampai",positive
33121,"barang sudah sampai. mantap, rekomended seller, ditunggu bahan yg selain parasutnya gan. terima kasih. jangan lupa feedbacknya",positive
33122,alhamdulillah barang udah sampe,positive
33123,"not bad laaah, recommended seller",positive
33124,Barang sudah diterima sesuai spek. Bagus (y). thx,positive
33125,oke barang sudah di terima ..makasih ini beli yang kedua kalinya..kl ada model lain mau beli lagi,positive
33126,"Barang cepat sampai, paketan rapi",negative
33127,"fast respon, cepat nyampeknya . . ..",positive
33128,brg sdh diterima dan ok. terima kasih,positive
33129,"barang sudah diterima,
memuaskan tapi kalau lebih panjang dikit celananya lebih mantap",positive
33130,bagus gan clananya nnti psen lg deh,positive
33131,"sesuai foto, cpt sampe, makasih ya",positive
33132,yeeeeeees..........................,positive
33133,desain oke tp Bahannya agak panas gan,positive
33134,okeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeh,positive
33135,paket sdh sampai.fast respon n kualitas sesuai.mantap gan,positive
33136,barang sudah diterima dan mantap......,positive
33137,Sudah Sampai Mantaps productnya.,positive
33138,"respon cepat, barang ok, rencana mau order lagi",positive
33139,"cepat sampe tujuan, barang sesuai pesanan, thks",positive
33140,mantapppppppppppppppppppppppppppppppppp,positive
33141,sudah sampai terimakasih .....,positive
33142,"barang sudah sampai, kualitas ok, trimakasih",positive
33143,Mantap barang sesuai harga gan makasih,positive
33144,"Mantapp barang bagus adem lagi, respon seller juga cepat",positive
33145,"Barang diterima dg baik, sesuai deskripsi.  Oke banget.",positive
33146,Thaaaannkkkk yoooouuuuu,positive
33147,Respon seller cepat pengiriman cepat jahitan bagus hanya sepertinya bahannya agak kurang menyerap keringat,positive
33148,Thaaaannkkkk yoooouuuuuu,positive
33149,Cepat dan barang bagus!,positive
33150,"Barang sudah sampai, packing rapi. Saran untuk toko, buat program harga cuci gudang",positive
33151,Teeeeerrrrrrbbbbbbbaaiiiiiiikkkksssss,positive
33152,"Udah 2x beli, puas ama barangnya....",positive
33153,"Celana sudah diterima, kwalitas lumayan ok",positive
33154,Terima kasih barangnya sudah diterima dengan baik. Packingnya rapi. Respon penjual juga oke.. Ukurannya pas dan sesuai deskripsi juga.. Semoga sukses terus. 😊,positive
33155,"Pas, bagus, cocok di cuaca panas jadi gak gerah.",positive
33156,Barang diterima dengan baik dan aman,positive
33157,"Mantap, order lagi nanti",positive
33158,Ok....................,positive
33159,mantap barang sampai dengan selamat,positive
33160,bahan bagus dan adem kualitas oke lah,positive
33161,"Sudah hampir sekodi saya beli di lapak ini dan ga pernah kecewa.pelapaknya ramah, responnya cepat. Dan yg paling penting Celana yg dijual sangat bagus baik bahan dan jahitannya ....",positive
33162,mantppp... barang sesuai deskripsi... terima kasihh...,positive
33163,Respon penjual baik..mksh,positive
33164,"Bahan ok, kantongnya jg bagus, dijahit lagi ke bagian paha, jadi kantong tidak akan goyang2....",positive
33165,Bagussssdsssssssssssssss,positive
33166,"Bagus, barang samoai dgn selamat",positive
33167,Barang sesuai dan pengiriman cepat tks,positive
33168,"Thx gan, barangnya bagus dan sesuai",positive
33169,barang diterima dengan baik dan aman,positive
33170,Akhirnya orderannya sampe jg ..makasih om,positive
33171,Tepet anet balang na campe....... Emeshhhhh,positive
33172,Joss................,negative
33173,Barang sudah diterima dengan baik. Terimakasih.,positive
33174,Produk bagus.. Terimakasih,positive
33175,recommendeddddddddddssss,positive
33176,bagus kereeeeeeeeeeeeeennnnnnnnnnn,positive
33177,Dibagian kantong sebelah kirinya robek :((((,negative
33178,"Sesuai harga, sesuai harga, sesuai harga, nice",negative
33179,Sesuai deskripsi. Packingan rapi. Bahan nya emg tipis tp sesuai harga. Kualitas sesuai harga jg. MANTAP GAN !,positive
33180,keren dan sesuai gambar,positive
33181,"barang dah sampe terima kasih
cm ada 1 resletingx rusak / lepas",positive
33182,Bagus min celana nya kaya ga sesuai harga hhe tengkyu,positive
33183,"ukurannya kekecilan kalau normal saya pakai ukuran L, disini ukurannya sangat kecil untuk L.",negative
33184,"Terimakasih barang sudah mendarat dengan cepat.
kualitas, biar bintang berbicara :)",positive
33185,"RECOMMENDED SELLER !!! pelayanan ramah, barang sesuai dengan foto dan deksripsi, packing rapih, resi nya cepet di input, ga salah belanja disini harga juga sesuai dengan kualitas yang ada.",positive
33186,pembeli responsif n barang cepat sampai,positive
33187,mantaaaaaappp........................,positive
33188,Barang bagus dan sesuai dg pesanan. Terima kasih,positive
33189,"bagus barangx, tdk mengecewakan. trimakasi ...",positive
33190,"seperti biasa, selalu memuaskan belanja disini",positive
33191,"murah meriah bagus, jahitan rapi",positive
33192,"Respon seller cepet.. Jd barang cepet sampe jg..  Barang sesuai nomor pesanan.. Produk sesuai yg difoto, sebanding dgn harga.. Mantab deh pokoknya..",positive
33193,"sehari langsung sampe padahal pilih jne reg. fast resp, recommended seller",positive
33194,"Kualitas Mantabs soul...
Respon penjual mantabs soul...
Klu masalah KECEPATAN BARANG SAMPAI menurut saya relatif karena cepat lamabtnya barang sampai tidak lepas dari kurir sendiri, tpi klu kecepatan penjual mengirim barang, mantabs soul...
SARAN: Perbanyak motif warna dan logo celana...
selebihnya MANTABS SOUL",positive
33195,"good seller, good product!! Thanks",positive
33196,kualitas oke dan respon penjual cepat,positive
33197,"Manthap adanya. Walaupun bahannya agak tipis, tp sesuai dgn harga. Good",positive
33198,makasih bos barang udah diterima...,positive
33199,Makasih gan paket sudah sampai sesuai pesanan.,positive
33200,tengkyu....................................,negative
33201,"damn fast response , keep up the good work",positive
33202,biar bintang yang berbicara........,positive
33203,barang sudah diterima sesuai pesanan trimssss,positive
33204,Boleh juga celananya gan murah dan yg penting enak dipake jogging thx grosir celana murah,positive
33205,good..................................................,positive
33206,"bahan bagus bagt, halus, gak panas. jahitan rapi. kaya celana celana mahal. usul gan karet ditebelin. trims byk gan ane bayarnya jne OKE tp dikirimnya pake JNE REG, ane jd kurang bayar nih.",positive
33207,Sudah diterima.. Lupa kasih ulasan.,positive
33208,"untuk harga segitu kualitas oke bgt, enak dipake, cm kalo bisa tulisan nike nya agak kebawah, pasti lebih meyakinkan lagi spt aslinya....tks anyway, saya puas.....",positive
33209,"Produk sesuai.....,.,....................",positive
33210,terimakasih barang sudah diterima dengan baik. kualitas lumayan sesuai harga,positive
33211,Barang bagus sesuai deskripsi :),positive
33212,"Fast respon, barang mirip di foto....",positive
33213,"Barang ok lah, sesuai dengan harganya, pengiriman cepat..",positive
33214,"Kualitasnya lumayan, barang sesuai deskripsi",negative
33215,"barang sudah diterima,terimakasih",positive
33216,haturnuhun........................,negative
33217,"paket sudah di terima, terima kasih gan.",positive
33218,"Bagus, nyaman, cepet sampe nya",positive
33219,barang diterima dg aman dan kualitas barang sangat bagus. salam sukses kawan.,positive
33220,"sesuai dengan harga, cocok buat dipake sehari2",positive
33221,mantapppppppp kang barang na......... ..,positive
33222,mantappppp... murah dan bagus...,positive
33223,barang sudah mendarat thx gan... .....,negative
33224,kualitas cocok sama harga... sayang kekecilan buat ane gan.... alhasil di pake adek,positive
33225,refund suksess.......mksh.............,positive
33226,"tidak banyak kata yg bs terucap.. barang serta pelayanannya ""MANTAB..!!"" Terima kasih ya gan..",positive
33227,"bagusss, harga murah , pengiriman sangat cepat .. puas sekali",positive
33228,trima kasih barang sudah diterima dengan baik,positive
33229,Lumayan juga nih tp jahitannya kurang rapih,negative
33230,barangnya okey lumayan buat dipakai sehari hari adeeeem :D,positive
33231,"barang sudah sampai, sesuai dengan yang dipesan
thanks gan",positive
33232,barang cepat sampai dan lumayan bagus barangx tuk harga segitu oke,positive
33233,barang sudah diterima dengan baik..,positive
33234,"memuaskan , iya memuaskan sesuai keinginan tang diinginkan",negative
33235,sudah sampai gan dan pas ukurannya,positive
33236,"brg udh dterima, kualitas bagus sesuai harga, pelayanan mantap, sedikit koreksi berat barang hrus sesuai kenyataan,trims",positive
33237,"Biarkan bintang yg berbicara, hehehe",positive
33238,sesuai dengan harga.......trims.......,positive
33239,okelah.. sesuai harga.. lumayan buat sehari2,positive
33240,Mantap cepat dan murah serta kualitas ok sesuai harga,positive
33241,"Terima kasih, barang sudah diterima... PUASSSS!!!!",positive
33242,Okay bro barang sudah sampai makasih,positive
33243,Barang sudah saya terima sesuai pesanan. Terima kasih..,positive
33244,mantaaapppppppppp pokok y..............,positive
33245,Barang sesuai harga dan kualitasnya oke,positive
33246,paketnya udh diterima gan... mantapsssss,positive
33247,Barang sudah di terima dan ok.,positive
33248,........... oke.........................,positive
33249,"barang sudah sampai, barang cukup bagus..respon juga cepat",positive
33250,"barang sudah terima ya, cepat sampe nya mantap....",positive
33251,barang sesuai gambar kwalitas dan pelayanan top !! tks sukses selalu :),positive
33252,paket sudah di terima................,positive
33253,packing rapiii bangeett barang ok smua thanks,positive
33254,"seller fast respons,
barang cepat dikirim gak bertele2,
barang bagus juga meski murah.

recommended seller!",positive
33255,barang sudah sampai....... sesuai pesanan,negative
33256,Barang&pelayanan ok..siiiippppppp,positive
33257,Terima kasih barang sudah sampai...,positive
33258,"Sesuai gambar, sippppppppppppp",positive
33259,"mas, kurang panjang dikit, dipakai main bola terlalu pendek",positive
33260,Packing rapi dan pengiriman cepat,positive
33261,"Barang sesuai, warna sesuai, jahitan lumayan rapih... Tq",positive
33262,"Pesanan sesuai, pengiriman cepat.",positive
33263,"Okke bgd, bahan ga terlalu tebal tp juga ga terlalu tipis, ukuranya pas dipakai",positive
33264,"Suka bgt sma clananya, dipakenya adem",positive
33265,Celananya bagus pelayanannya juga cepat,positive
33266,"Makasih kak barangnya sudah sampai, bagus respone seller cepet banget. Sukses kak",positive
33267,"Ok sesuai hrga &amp; pengriman 
cepat smapai",positive
33268,Oke... barang sudah diterima thanks ya gan,positive
33269,Sesuai deskripsi.......................... Ty,positive
33270,Mantep joss joss joss joss,positive
33271,barang sudah terima dalam kondisi baik ..........,positive
33272,"Barang2 nya sudah saya terima, pokok nya puas bangettts Gan. Melebihi dr ekspektasi saya. Trim&#39;s.",positive
33273,"Pembelian kali ke 2, seperti biasa seller reponsif, pelayanan cepat, barang recommend...",positive
33274,"Barang diterima dlm keadaan baik dan dikemas dgn rapi, respon penjual juga cepat, terima kasih...",positive
33275,Barang &amp; service nya memuaskan,positive
33276,"Mantapp, bagus bahannya adem dan ukurannya pas",positive
33277,"Barang sudah sampai,.. Pengiriman crpat, gambar sesuai.. Terimakasih 🙏",positive
33278,"Barang bagus, kualitasnya lebih dari harganya",positive
33279,"Barang sesuai deskripsi,mantap fast respon",positive
33280,"Kereeen bangeeet, di bungkus ekstra rapi, tidak termasuk dengan bungkus paket ekspedisi . Kereeeen",positive
33281,"Barang cepat sampai, good",positive
33282,Mantap...baguss....cepat...sukses ya,positive
33283,Terima kasih barang sudah sampai dan sesuai gambar,positive
33284,"Alhamdulilah seller baik sekali, saya pesan hari minggu malam, senin siang barang sudah sampai. langsung diproses cepat sekali. Bahkan saya diberikan bonus satu buah celana ... Makasih seller. Semoga Allah membalas kebaikan anda",positive
33285,Sesuai dengan deskripsi..nyaman dipake tuk olahraga..,positive
33286,Barang udah nyampek sip...,positive
33287,"Bahannya bagus, enak dipakai ane doain kedepannya model dan stok bisa nambah terus...",positive
33288,Bagus bagus bagus bagus,positive
33289,Udah sampeeeeeeeeeeeeeeeeee,positive
33290,Barang sesuai dengan ulasan dan gambar. Pengirimannya cepat,positive
33291,Barang sudah sampai. Thanks,positive
33292,Mantap langganan saya ini mah top,positive
33293,"Sip, bahannya seperti punya merk enzoro. Bagus",positive
33294,Respon cepat...sesuai deskripsi....tks,positive
33295,Joss................,negative
33296,Barang bagus harga murah. konsumen saya suka. makasih,positive
33297,"barang bagus, pengiriman cepat",positive
33298,Bagus banget untuk harga yang semurah ini,positive
33299,"Sesuai gambar, terimakasih.
Salam kepuasan pelanggan",positive
33300,Mantap jiwa ragaaaaaaaa,positive
33301,"Lumaaayan, mantap respon seller nya cepat tanggap.",positive
33302,"Brng udh smp,brng ok sesuai dgn gambar,mudah2an awet ya,paket rapih,,,tq,,,,",positive
33303,Brang sudah sampai.. Terimakasih,positive
33304,Pas lah bahannya yang diinginkan,positive
33305,Bagus n sesuai ekspetasi ..,positive
33306,"Barang sampai dengan selamat dan cepat,  👍👍👍👍",positive
33307,mantaaaaaaapppppppppppppp,positive
33308,bagus kereeeeeeeeeeeeeennnnnnnnnnn,positive
33309,"Barang oke saya suka, cocok lah sama harga nya",positive
33310,trimakasih bahyaaak booossss,positive
33311,"barang cocok, kualitas lumayan, trims",positive
33312,Bintang yang menilai.,positive
33313,"respon cepat dan barang diterima sesuai, harus beli disini dehh",positive
33314,"barang dah sampai gan, thank's smoga tokonya sukses slalu amin",positive
33315,terima  kasih barang telah sampai bos.,negative
33316,barang sampai dan saya suka..,negative
33317,sesuai.......bagus.........tks,positive
33318,brang udh smpek trma ksih gan,negative
33319,bahan adem dan sesuai ukurannya. thanks gan,positive
33320,sesuai deskripsi. thanks,positive
33321,trimakasih banyak barang sudah sampai,positive
33322,produk bagus. respon seller cepat,positive
33323,Sipppppppoooppp saippppp,positive
33324,Barang sesuai pesanan,positive
33325,mantabbbbb kualitas tidak mengecewakan,positive
33326,biarkan bintang yang berbicara,positive
33327,ok....... paket sudah di terima..........,positive
33328,"pesanan sudah diterima dengan baik.., terima kasih gan...",positive
33329,"pesanan sudah sampe gan... 

mantap..",positive
33330,"bagusss, seller responsif bahannya juga adem",positive
33331,"celananya udah sampe dengan selamat gan...

packing rapih, pengiriman cepat... oke banget...",positive
33332,proses cepat bahan parasut paket juga sampai saya pikir ini pants tapi gombrong tp gpp karetny terlalu kenceng di pergelangan kaki,positive
33333,paket sudah sampai. seperti biasa gak pernah nyesel beli disini. kualitas bagus harga murah...,positive
33334,sangat bagus...... ini lagi pesan lagi,positive
33335,"sudah sampai barangnya, packing rapiih. mantaap.",positive
33336,bagus . . . . . .                       . . . . . . .,positive
33337,barang cukup bagus dan sesuai. Haturnuhun,positive
33338,barang sesuai deskripsi dan pesanan. bahan lumayan tebal tdk nerawang. seller responsif sekali..,positive
33339,Good.                                                                                 .,positive
33340,Barang sesuai dan proses cepat,positive
33341,terimaaa kasiihhhhh.... barang sudah sampaiiii,positive
33342,"warnanya lebih beragam, spy bisa byk pilihan",positive
33343,bahannya bagus. sukak.  tapi kegedean&kepanjangan buat saya:( tapi ok lah,positive
33344,"paket sudah diterima, produk sesuai dengan gambar, suka sama celananya :)",positive
33345,"barang bagus, sesuai gambar............ mannttaaap. klo boleh saran, tambah warnanya donx. sukses gan.",positive
33346,mntapp gan..respon cepat..next order lagi,positive
33347,.....................................,positive
33348,"brg dah nyampe...mantaap nech brg.. sesuai harapan..puas dah
mu order lgi nech",positive
33349,barang bagus tapi agak tipis sesuai harga mantap,positive
33350,terimakasih gan barang sudah sampai tadi siang.. pengemasan rapih dan oke dh..,positive
33351,udah sampaaaaai... thaaaanks.. respon asik barang oke sesuai harga,positive
33352,"suka ama bahannya. responsnya cepat, sampainya pun cepat, tapi kayanya next time kalau pesan lagi harus ukuran XL deh hehe. Secara keseluruhan it's good",positive
33353,"Respon cepat, packing rapi, barang oke",positive
33354,makasih gan..................................,positive
33355,"bagus, selamat sampai tujuan dengan baik barangnya.",positive
33356,Terima kasih barang sudah diterima,positive
33357,"bintang yg bicara..................,",negative
33358,Makasih barang sesuai harga:))),positive
33359,"sampe nya cepettt packing rapi, murah tp ga murahannn. baguss",positive
33360,Barang bagus sesuai harga. Maaf gan tlat konfirmasi ny soal ny khabisan pket.,positive
33361,"barang sudah si terima, barang bagus sesuai pesanan",positive
33362,ok lah hahaaa...................,positive
33363,tnks gan pket dudah diterima dengan baik,positive
33364,"Sorry gan lama kasih ulasan ada kesibukan
Tpi saya puas pelayanannya ok bogus yo",positive
